"well","minutes","input","normalised_fluorescence","conc"
"B4",26.2,"spike 10^5",0.396715819464392,"1:60"
"B7",26.2,"spike 10^5",0.391564873980487,"1:70"
"B10",26.2,"spike 10^5",0.295243365957039,"1:80"
"C1",26.2,"spike 10^4",0.128447772857673,"1:50"
"C4",26.2,"spike 10^4",0.270866619615433,"1:60"
"C7",26.2,"spike 10^4",0.250059271817444,"1:70"
"C10",26.2,"spike 10^4",0.213801291102218,"1:80"
"D1",26.2,"spike 10^3",0.0719725861574692,"1:50"
"D4",26.2,"spike 10^3",0.0365840452178663,"1:60"
"D7",26.2,"spike 10^3",0.0778741453055243,"1:70"
"D10",26.2,"spike 10^3",0.0151885113280898,"1:80"
"E1",26.2,"spike 10^2",0.0714182678484347,"1:50"
"E4",26.2,"spike 10^2",0.0346036237558265,"1:60"
"E7",26.2,"spike 10^2",0.0324518444586761,"1:70"
"E10",26.2,"spike 10^2",0.00713896622279364,"1:80"
"F1",26.2,"spike 10",0.0338859757894716,"1:50"
"F4",26.2,"spike 10",0.0121303327399562,"1:60"
"F7",26.2,"spike 10",0.0492886644088273,"1:70"
"F10",26.2,"spike 10",-0.00401347146857889,"1:80"
"G1",26.2,"no template",0,"1:50"
"G4",26.2,"no template",0,"1:60"
"G7",26.2,"no template",0,"1:70"
"G10",26.2,"no template",0,"1:80"
"A1",39.98,"spike 10^6",0.780449113982051,"1:50"
"A4",39.98,"spike 10^6",0.93291944845398,"1:60"
"A7",39.98,"spike 10^6",0.843155280094305,"1:70"
"A10",39.98,"spike 10^6",0.731156345670828,"1:80"
"B1",39.98,"spike 10^5",0.686861502190594,"1:50"
"B4",39.98,"spike 10^5",0.810343603621579,"1:60"
"B7",39.98,"spike 10^5",0.728418723468197,"1:70"
"B10",39.98,"spike 10^5",0.612843687605497,"1:80"
"C1",39.98,"spike 10^4",0.352113397116995,"1:50"
"C4",39.98,"spike 10^4",0.513077851313277,"1:60"
"C7",39.98,"spike 10^4",0.492076464328667,"1:70"
"C10",39.98,"spike 10^4",0.434306084360304,"1:80"
"D1",39.98,"spike 10^3",0.203195766831929,"1:50"
"D4",39.98,"spike 10^3",0.124939706678107,"1:60"
"D7",39.98,"spike 10^3",0.231460480639394,"1:70"
"D10",39.98,"spike 10^3",0.070812471711879,"1:80"
"E1",39.98,"spike 10^2",0.180869619553204,"1:50"
"E4",39.98,"spike 10^2",0.0303556130924743,"1:60"
"E7",39.98,"spike 10^2",0.0293061380948048,"1:70"
"E10",39.98,"spike 10^2",-0.0191421125800224,"1:80"
"F1",39.98,"spike 10",0.039109101427081,"1:50"
"F4",39.98,"spike 10",0.011586143128832,"1:60"
"F7",39.98,"spike 10",0.0232892853664528,"1:70"
"F10",39.98,"spike 10",-0.00681740938160136,"1:80"
"G1",39.98,"no template",0,"1:50"
"G4",39.98,"no template",0,"1:60"
"G7",39.98,"no template",0,"1:70"
"G10",39.98,"no template",0,"1:80"
"A1",54.15,"spike 10^6",0.80523040320349,"1:50"
"A4",54.15,"spike 10^6",1.00093312082601,"1:60"
"A7",54.15,"spike 10^6",0.863120826893025,"1:70"
"A10",54.15,"spike 10^6",0.744716666029897,"1:80"
"B1",54.15,"spike 10^5",0.785407852392732,"1:50"
"B4",54.15,"spike 10^5",0.986079509288851,"1:60"
"B7",54.15,"spike 10^5",0.861070482994051,"1:70"
"B10",54.15,"spike 10^5",0.735321846532915,"1:80"
"C1",54.15,"spike 10^4",0.757150396631243,"1:50"
"C4",54.15,"spike 10^4",1.00087885297855,"1:60"
"C7",54.15,"spike 10^4",0.848407863185262,"1:70"
"C10",54.15,"spike 10^4",0.733767333058119,"1:80"
"D1",54.15,"spike 10^3",0.42263769198292,"1:50"
"D4",54.15,"spike 10^3",0.277969886504253,"1:60"
"D7",54.15,"spike 10^3",0.49005912420876,"1:70"
"D10",54.15,"spike 10^3",0.247892648903367,"1:80"
"E1",54.15,"spike 10^2",0.363184967128329,"1:50"
"E4",54.15,"spike 10^2",0.0719625411379852,"1:60"
"E7",54.15,"spike 10^2",0.0315087849503963,"1:70"
"E10",54.15,"spike 10^2",0.011034220349192,"1:80"
"F1",54.15,"spike 10",0.042200544402611,"1:50"
"F4",54.15,"spike 10",0.0212344427157454,"1:60"
"F7",54.15,"spike 10",0.0292678526383066,"1:70"
"F10",54.15,"spike 10",0.0101734978971213,"1:80"
"G1",54.15,"no template",0,"1:50"
"G4",54.15,"no template",0,"1:60"
"G7",54.15,"no template",0,"1:70"
"G10",54.15,"no template",0,"1:80"
"A1",67.92,"spike 10^6",0.812014007836277,"1:50"
"A4",67.92,"spike 10^6",0.967883627395613,"1:60"
"A7",67.92,"spike 10^6",0.863911581108127,"1:70"
"A10",67.92,"spike 10^6",0.76094408098139,"1:80"
"B1",67.92,"spike 10^5",0.802494224126584,"1:50"
"B4",67.92,"spike 10^5",0.975262900334732,"1:60"
"B7",67.92,"spike 10^5",0.845379091269874,"1:70"
"B10",67.92,"spike 10^5",0.741171524915346,"1:80"
"C1",67.92,"spike 10^4",0.824398701321926,"1:50"
"C4",67.92,"spike 10^4",1.00813092807336,"1:60"
"C7",67.92,"spike 10^4",0.886496286854535,"1:70"
"C10",67.92,"spike 10^4",0.750112966880253,"1:80"
"D1",67.92,"spike 10^3",0.648866725976225,"1:50"
"D4",67.92,"spike 10^3",0.418949573058134,"1:60"
"D7",67.92,"spike 10^3",0.695922336178993,"1:70"
"D10",67.92,"spike 10^3",0.411353445992692,"1:80"
"E1",67.92,"spike 10^2",0.626954483541734,"1:50"
"E4",67.92,"spike 10^2",0.111296586308012,"1:60"
"E7",67.92,"spike 10^2",0.0497267649711293,"1:70"
"E10",67.92,"spike 10^2",0.029647700842268,"1:80"
"F1",67.92,"spike 10",0.0444538367346916,"1:50"
"F4",67.92,"spike 10",0.0165785783194872,"1:60"
"F7",67.92,"spike 10",0.0335084257725553,"1:70"
"F10",67.92,"spike 10",0.0174510916259938,"1:80"
"G1",67.92,"no template",0,"1:50"
"G4",67.92,"no template",0,"1:60"
"G7",67.92,"no template",0,"1:70"
"G10",67.92,"no template",0,"1:80"
"A1",81.68,"spike 10^6",0.839680513714679,"1:50"
"A4",81.68,"spike 10^6",0.990412397366999,"1:60"
"A7",81.68,"spike 10^6",0.837362126972195,"1:70"
"A10",81.68,"spike 10^6",0.753282396017153,"1:80"
"B1",81.68,"spike 10^5",0.809759606675973,"1:50"
"B4",81.68,"spike 10^5",0.972611107080689,"1:60"
"B7",81.68,"spike 10^5",0.844609171272561,"1:70"
"B10",81.68,"spike 10^5",0.714843899747656,"1:80"
"C1",81.68,"spike 10^4",0.852535014340585,"1:50"
"C4",81.68,"spike 10^4",1.01931818058146,"1:60"
"C7",81.68,"spike 10^4",0.873692724168227,"1:70"
"C10",81.68,"spike 10^4",0.744831527107275,"1:80"
"D1",81.68,"spike 10^3",0.762664378191755,"1:50"
"D4",81.68,"spike 10^3",0.563456058639926,"1:60"
"D7",81.68,"spike 10^3",0.734703194459118,"1:70"
"D10",81.68,"spike 10^3",0.525920664941562,"1:80"
"E1",81.68,"spike 10^2",0.83502165244285,"1:50"
"E4",81.68,"spike 10^2",0.124261930604958,"1:60"
"E7",81.68,"spike 10^2",0.0429842153804685,"1:70"
"E10",81.68,"spike 10^2",0.0328088270859663,"1:80"
"F1",81.68,"spike 10",0.0514726634324048,"1:50"
"F4",81.68,"spike 10",0.0203637561553507,"1:60"
"F7",81.68,"spike 10",0.0365920024487238,"1:70"
"F10",81.68,"spike 10",0.0175404023323169,"1:80"
"G1",81.68,"no template",0,"1:50"
"G4",81.68,"no template",0,"1:60"
"G7",81.68,"no template",0,"1:70"
"G10",81.68,"no template",0,"1:80"
"A1",96.17,"spike 10^6",0.810578330560291,"1:50"
"A4",96.17,"spike 10^6",0.971901242038283,"1:60"
"A7",96.17,"spike 10^6",0.834264832293865,"1:70"
"A10",96.17,"spike 10^6",0.730743621614184,"1:80"
"B1",96.17,"spike 10^5",0.806442045890504,"1:50"
"B4",96.17,"spike 10^5",0.951412674026095,"1:60"
"B7",96.17,"spike 10^5",0.833281085551483,"1:70"
"B10",96.17,"spike 10^5",0.685623046619168,"1:80"
"C1",96.17,"spike 10^4",0.840564639030665,"1:50"
"C4",96.17,"spike 10^4",0.996402576161084,"1:60"
"C7",96.17,"spike 10^4",0.854782010179603,"1:70"
"C10",96.17,"spike 10^4",0.693732802692683,"1:80"
"D1",96.17,"spike 10^3",0.807345615042435,"1:50"
"D4",96.17,"spike 10^3",0.689517612310758,"1:60"
"D7",96.17,"spike 10^3",0.740569223216695,"1:70"
"D10",96.17,"spike 10^3",0.59680283714594,"1:80"
"E1",96.17,"spike 10^2",0.893719613859913,"1:50"
"E4",96.17,"spike 10^2",0.172661962895343,"1:60"
"E7",96.17,"spike 10^2",0.0408874094365945,"1:70"
"E10",96.17,"spike 10^2",0.00855219562765619,"1:80"
"F1",96.17,"spike 10",0.062107951334482,"1:50"
"F4",96.17,"spike 10",0.0294101083648972,"1:60"
"F7",96.17,"spike 10",0.0368801264174332,"1:70"
"F10",96.17,"spike 10",0.00232306099406054,"1:80"
"G1",96.17,"no template",0,"1:50"
"G4",96.17,"no template",0,"1:60"
"G7",96.17,"no template",0,"1:70"
"G10",96.17,"no template",0,"1:80"
"A1",110.13,"spike 10^6",0.863554471583229,"1:50"
"A4",110.13,"spike 10^6",1.01083833595186,"1:60"
"A7",110.13,"spike 10^6",0.847570052251679,"1:70"
"A10",110.13,"spike 10^6",0.765151847372974,"1:80"
"B1",110.13,"spike 10^5",0.802900160365624,"1:50"
"B4",110.13,"spike 10^5",0.972922156269477,"1:60"
"B7",110.13,"spike 10^5",0.83559665129205,"1:70"
"B10",110.13,"spike 10^5",0.708757568560585,"1:80"
"C1",110.13,"spike 10^4",0.845276806437603,"1:50"
"C4",110.13,"spike 10^4",1.03257560700872,"1:60"
"C7",110.13,"spike 10^4",0.865372195581779,"1:70"
"C10",110.13,"spike 10^4",0.712910026671441,"1:80"
"D1",110.13,"spike 10^3",0.847430729904262,"1:50"
"D4",110.13,"spike 10^3",0.787508703144548,"1:60"
"D7",110.13,"spike 10^3",0.748329664398786,"1:70"
"D10",110.13,"spike 10^3",0.646503115849825,"1:80"
"E1",110.13,"spike 10^2",0.963311781948415,"1:50"
"E4",110.13,"spike 10^2",0.22802191373551,"1:60"
"E7",110.13,"spike 10^2",0.047911482778727,"1:70"
"E10",110.13,"spike 10^2",0.0368471133745185,"1:80"
"F1",110.13,"spike 10",0.0772859106411941,"1:50"
"F4",110.13,"spike 10",0.0382551436329805,"1:60"
"F7",110.13,"spike 10",0.0332863842385247,"1:70"
"F10",110.13,"spike 10",0.0266471927896728,"1:80"
"G1",110.13,"no template",0,"1:50"
"G4",110.13,"no template",0,"1:60"
"G7",110.13,"no template",0,"1:70"
"G10",110.13,"no template",0,"1:80"
