Well,Cycle,BLUE,GREEN,YELLOW,RED
H3,59,101507,42101,20764,9467
H4,59,97082,38982,18248,7435
H5,59,98268,39049,18039,7075
H6,59,101355,40470,18630,7370
H7,59,101747,41369,20062,8634
H8,59,96709,38161,17426,6707
H9,59,95529,38354,17877,7070
H10,59,100994,40502,18988,7754
H11,59,85488,35053,16463,6654
H12,59,82999,33246,15461,6180
A1,60,47551,19174,9451,4374
A2,60,45801,18370,8964,4074
A3,60,87209,34143,15523,6037
A4,60,96929,38152,17470,6822
A5,60,96026,37597,17073,6528
A6,60,106686,41747,18828,7111
A7,60,105767,41421,18813,7228
A8,60,92347,36461,16785,6526
A9,60,88726,35178,16127,6345
A10,60,98739,39079,17853,6937
A11,60,84013,33370,15309,5919
A12,60,93203,36855,16654,6272
B1,60,41293,16838,8517,4153
B2,60,45279,18462,9416,4664
B3,60,92589,36441,16540,6331
B4,60,100967,39714,18250,7308
B5,60,99844,39383,18182,7226
B6,60,101030,39707,18102,7001
B7,60,110622,43717,20057,7760
B8,60,105387,41684,19081,7467
B9,60,97810,39546,18286,7191
B10,60,109042,43104,19587,7568
B11,60,90784,36194,16519,6455
B12,60,108861,42782,19790,8502
C1,60,48998,19822,9922,4777
C2,60,44003,17668,8633,3927
C3,60,101066,39588,18002,7004
C4,60,100291,39285,17783,6678
C5,60,107132,41915,19070,7418
C6,60,109433,42874,19536,7585
C7,60,107153,41717,18745,7081
C8,60,98198,38842,17926,7048
C9,60,108190,42394,19302,7478
C10,60,91596,36302,16649,6422
C11,60,100173,39696,18247,7236
C12,60,103882,41194,19073,7568
D1,60,47835,19458,9779,4817
D2,60,49728,20116,10035,4780
D3,60,101632,40239,18651,7619
D4,60,103562,40844,18752,7471
D5,60,114640,45011,20536,7995
D6,60,110244,43623,20185,8065
D7,60,104160,41143,19028,7575
D8,60,101602,40138,18462,7295
D9,60,104893,41515,19084,7536
D10,60,102708,40398,18213,6984
D11,60,99922,39796,18343,7529
D12,60,100844,40198,18541,7178
E1,60,44866,18176,9004,4218
E2,60,48837,19823,9939,4686
E3,60,102946,40628,18578,7252
E4,60,104687,41048,18701,7307
E5,60,108194,42731,19662,7784
E6,60,104684,41385,19080,7575
E7,60,111111,43502,19814,7699
E8,60,111664,43686,19709,7527
E9,60,95292,37891,17343,6643
E10,60,100778,39876,18196,7102
E11,60,100518,39907,18304,7162
E12,60,106744,42119,19383,7597
F1,60,46241,18962,9638,4700
F2,60,46324,18720,9214,4269
F3,60,93483,36850,16923,6708
F4,60,93212,36879,17082,6843
F5,60,103923,40993,18842,7358
F6,60,106284,41808,19028,7389
F7,60,103627,40682,18536,7174
F8,60,97865,38365,17497,6819
F9,60,101217,39863,18100,6860
F10,60,102696,40723,18617,7276
F11,60,94635,37660,17271,6797
F12,60,107282,42307,19345,7450
G1,60,44883,18207,8952,4119
G2,60,48319,19596,9651,4410
G3,60,94519,37695,17483,6951
G4,60,103328,40982,18995,7774
G5,60,100622,39937,18402,7258
G6,60,93520,37054,17268,6926
G7,60,103079,40610,18540,7155
G8,60,98849,38780,17750,6996
G9,60,96854,38272,17496,6692
G10,60,98272,38875,17789,6895
G11,60,103994,41304,18767,7170
G12,60,115606,46894,22833,10148
H1,60,46966,19170,9573,4489
H2,60,51941,21130,10488,4891
H3,60,101541,42103,20763,9485
H4,60,97072,38975,18249,7438
H5,60,98335,39056,18066,7079
H6,60,101352,40471,18630,7357
H7,60,101844,41386,20079,8644
H8,60,96700,38187,17438,6714
H9,60,95606,38388,17894,7062
H10,60,101002,40516,18990,7762
H11,60,85593,35091,16503,6657
H12,60,82894,33203,15424,6179
A1,61,47603,19192,9457,4381
A2,61,45980,18428,9022,4099
A3,61,87176,34109,15517,6018
A4,61,96967,38141,17480,6830
A5,61,96053,37592,17071,6526
A6,61,106622,41721,18818,7098
A7,61,105732,41394,18798,7237
A8,61,92740,36599,16853,6573
A9,61,88617,35130,16116,6327
A10,61,98778,39091,17846,6964
A11,61,84012,33371,15324,5939
A12,61,93112,36838,16635,6288
B1,61,41236,16808,8514,4144
B2,61,45558,18577,9498,4700
B3,61,92614,36449,16555,6344
B4,61,100788,39637,18239,7281
B5,61,100036,39476,18234,7235
B6,61,101156,39756,18133,7013
B7,61,110443,43663,20013,7756
B8,61,105123,41560,19033,7439
B9,61,97797,39554,18279,7193
B10,61,108936,43063,19560,7572
B11,61,91175,36361,16592,6460
B12,61,108865,42791,19809,8483
C1,61,49259,19905,9991,4814
C2,61,44082,17708,8618,3930
C3,61,100827,39498,17948,6976
C4,61,100317,39289,17807,6699
C5,61,107236,41936,19066,7413
C6,61,109470,42881,19543,7589
C7,61,107174,41712,18742,7069
C8,61,98007,38782,17899,7018
C9,61,106897,41901,19062,7370
C10,61,91446,36238,16607,6404
C11,61,99991,39614,18205,7218
C12,61,103777,41159,19057,7570
D1,61,47923,19489,9805,4841
D2,61,49669,20093,10012,4791
D3,61,101430,40135,18629,7617
D4,61,103129,40654,18661,7445
D5,61,114565,44972,20530,8006
D6,61,110228,43619,20156,8084
D7,61,104466,41308,19127,7626
D8,61,101164,39968,18359,7264
D9,61,103783,41067,18883,7431
D10,61,103181,40599,18332,7011
D11,61,99574,39641,18286,7516
D12,61,100936,40266,18594,7173
E1,61,44908,18170,9018,4210
E2,61,49199,19950,10003,4745
E3,61,102417,40423,18488,7201
E4,61,104677,41045,18729,7321
E5,61,108456,42850,19714,7801
E6,61,104730,41386,19065,7592
E7,61,111020,43490,19831,7677
E8,61,111797,43728,19736,7536
E9,61,95092,37803,17322,6644
E10,61,101529,40151,18350,7166
E11,61,100001,39701,18198,7133
E12,61,106966,42239,19433,7638
F1,61,46437,19061,9672,4710
F2,61,46886,18948,9346,4337
F3,61,93638,36918,16940,6724
F4,61,93897,37179,17189,6901
F5,61,103871,40987,18850,7349
F6,61,106023,41705,19006,7379
F7,61,103756,40720,18579,7186
F8,61,98175,38516,17541,6827
F9,61,101352,39920,18139,6856
F10,61,103089,40851,18679,7307
F11,61,94477,37600,17263,6793
F12,61,107361,42322,19353,7440
G1,61,45011,18235,8985,4125
G2,61,48190,19522,9637,4406
G3,61,94660,37748,17520,6979
G4,61,102795,40771,18884,7723
G5,61,100697,39970,18395,7267
G6,61,93578,37089,17277,6932
G7,61,103074,40610,18521,7165
G8,61,98860,38778,17737,6992
G9,61,96908,38303,17498,6697
G10,61,98441,38949,17853,6937
G11,61,103904,41258,18768,7161
G12,61,115427,46829,22813,10134
H1,61,47016,19196,9600,4500
H2,61,51968,21185,10520,4916
H3,61,101653,42175,20795,9485
H4,61,97253,39066,18281,7449
H5,61,98340,39065,18063,7076
H6,61,101433,40483,18653,7387
H7,61,101855,41407,20098,8642
H8,61,96751,38197,17442,6724
H9,61,95579,38369,17896,7087
H10,61,100960,40510,19008,7757
H11,61,85625,35131,16473,6678
H12,61,82928,33233,15458,6170
A1,62,47749,19268,9483,4414
A2,62,45960,18419,9004,4095
A3,62,87401,34218,15579,6040
A4,62,96939,38152,17475,6846
A5,62,96092,37622,17074,6526
A6,62,106658,41731,18852,7126
A7,62,105687,41398,18793,7228
A8,62,92528,36532,16809,6563
A9,62,88834,35201,16155,6345
A10,62,98791,39099,17854,6956
A11,62,84050,33387,15333,5953
A12,62,93281,36887,16665,6295
B1,62,41339,16852,8522,4151
B2,62,45428,18545,9469,4704
B3,62,93217,36686,16676,6430
B4,62,100790,39618,18223,7300
B5,62,99763,39379,18201,7238
B6,62,101242,39798,18154,7032
B7,62,110998,43895,20145,7804
B8,62,105671,41805,19146,7497
B9,62,97675,39482,18261,7179
B10,62,108828,43023,19547,7569
B11,62,90774,36207,16548,6458
B12,62,108727,42710,19760,8512
C1,62,49887,20166,10130,4884
C2,62,44167,17725,8677,3954
C3,62,101372,39737,18063,7029
C4,62,100606,39381,17846,6723
C5,62,107769,42166,19211,7462
C6,62,109581,42926,19599,7615
C7,62,106352,41380,18609,7002
C8,62,98533,38969,18004,7056
C9,62,108081,42374,19307,7467
C10,62,91431,36228,16607,6413
C11,62,100407,39779,18311,7267
C12,62,103723,41121,19062,7558
D1,62,48555,19760,9941,4908
D2,62,49791,20156,10049,4785
D3,62,101363,40128,18610,7579
D4,62,103404,40753,18706,7462
D5,62,115161,45236,20646,8057
D6,62,110212,43617,20173,8080
D7,62,104236,41191,19046,7612
D8,62,101518,40119,18472,7322
D9,62,104495,41358,19003,7487
D10,62,102818,40456,18263,7021
D11,62,99701,39695,18318,7525
D12,62,100821,40217,18549,7170
E1,62,45209,18309,9104,4258
E2,62,48992,19882,9950,4726
E3,62,102617,40494,18532,7233
E4,62,104394,40936,18667,7309
E5,62,108590,42910,19766,7845
E6,62,104757,41396,19094,7591
E7,62,111410,43631,19892,7742
E8,62,111548,43627,19697,7499
E9,62,95097,37811,17305,6640
E10,62,101453,40154,18355,7140
E11,62,99954,39686,18209,7132
E12,62,106232,41920,19267,7563
F1,62,46376,19026,9654,4693
F2,62,46446,18751,9275,4292
F3,62,93779,37000,16972,6753
F4,62,93530,37019,17138,6883
F5,62,104032,41059,18881,7373
F6,62,106241,41799,19048,7406
F7,62,103882,40795,18592,7232
F8,62,98292,38548,17578,6856
F9,62,101474,39983,18140,6869
F10,62,102860,40796,18648,7264
F11,62,94386,37572,17239,6792
F12,62,106671,42055,19212,7407
G1,62,44976,18209,9009,4120
G2,62,48583,19692,9711,4435
G3,62,94801,37796,17558,6986
G4,62,103034,40843,18943,7757
G5,62,100801,40012,18447,7257
G6,62,93662,37116,17290,6929
G7,62,103102,40612,18552,7186
G8,62,98921,38803,17759,6987
G9,62,97071,38374,17522,6723
G10,62,98194,38856,17811,6892
G11,62,104127,41343,18809,7170
G12,62,115236,46751,22775,10102
H1,62,47110,19241,9602,4531
H2,62,52046,21203,10536,4932
H3,62,101673,42175,20801,9506
H4,62,97150,39012,18257,7441
H5,62,98423,39103,18071,7090
H6,62,101414,40487,18656,7387
H7,62,101880,41413,20103,8633
H8,62,96743,38183,17451,6699
H9,62,95635,38388,17911,7078
H10,62,101085,40553,19032,7761
H11,62,85744,35162,16501,6705
H12,62,82922,33218,15465,6177
A1,63,47789,19283,9497,4403
A2,63,46071,18482,9028,4112
A3,63,87459,34250,15585,6059
A4,63,96942,38147,17490,6847
A5,63,96202,37652,17093,6549
A6,63,106795,41775,18870,7128
A7,63,105993,41508,18831,7251
A8,63,92679,36599,16852,6558
A9,63,88760,35160,16165,6353
A10,63,98789,39089,17865,6965
A11,63,83937,33346,15318,5931
A12,63,93438,36951,16680,6312
B1,63,41243,16829,8521,4139
B2,63,45691,18646,9530,4732
B3,63,92817,36516,16598,6379
B4,63,100953,39726,18276,7316
B5,63,100378,39619,18298,7280
B6,63,101175,39775,18138,7039
B7,63,110919,43827,20095,7784
B8,63,105695,41781,19146,7509
B9,63,97963,39603,18314,7217
B10,63,108826,43048,19554,7552
B11,63,90562,36150,16526,6445
B12,63,108714,42717,19757,8488
C1,63,49775,20146,10101,4865
C2,63,44181,17734,8674,3966
C3,63,101673,39859,18105,7041
C4,63,100727,39423,17888,6727
C5,63,106711,41731,18994,7394
C6,63,109514,42892,19567,7620
C7,63,106898,41615,18722,7094
C8,63,98880,39117,18053,7076
C9,63,107632,42193,19203,7452
C10,63,91409,36218,16594,6411
C11,63,99853,39559,18204,7198
C12,63,103594,41075,19052,7591
D1,63,48428,19715,9920,4921
D2,63,49724,20133,10060,4776
D3,63,101737,40280,18683,7616
D4,63,103365,40763,18727,7451
D5,63,114161,44806,20462,7975
D6,63,110147,43574,20155,8072
D7,63,104002,41094,19017,7606
D8,63,101572,40137,18451,7326
D9,63,104023,41162,18919,7470
D10,63,102749,40427,18258,7014
D11,63,99936,39781,18344,7558
D12,63,100637,40152,18522,7182
E1,63,45165,18295,9093,4249
E2,63,49296,20015,10048,4739
E3,63,102641,40525,18547,7228
E4,63,104448,40962,18658,7306
E5,63,107930,42629,19631,7778
E6,63,104524,41351,19096,7605
E7,63,111158,43536,19839,7721
E8,63,111978,43787,19792,7550
E9,63,94769,37687,17246,6626
E10,63,101714,40246,18398,7167
E11,63,100251,39796,18242,7150
E12,63,106664,42117,19349,7605
F1,63,46481,19053,9690,4714
F2,63,46995,18988,9383,4362
F3,63,93735,36976,16971,6741
F4,63,93450,36984,17110,6880
F5,63,104242,41128,18912,7388
F6,63,106384,41854,19079,7412
F7,63,103915,40798,18607,7215
F8,63,98706,38705,17631,6885
F9,63,101383,39905,18128,6859
F10,63,103368,40999,18753,7332
F11,63,94584,37644,17287,6816
F12,63,107040,42224,19318,7436
G1,63,45065,18301,9016,4132
G2,63,48455,19624,9688,4430
G3,63,94850,37806,17557,7000
G4,63,103254,40944,18988,7782
G5,63,100836,40025,18445,7298
G6,63,93751,37145,17300,6955
G7,63,103217,40660,18578,7211
G8,63,99088,38897,17815,7043
G9,63,97214,38445,17577,6710
G10,63,98665,39038,17915,6948
G11,63,104122,41355,18814,7186
G12,63,115533,46843,22828,10141
H1,63,47157,19255,9620,4550
H2,63,52057,21204,10524,4924
H3,63,101567,42132,20775,9498
H4,63,97338,39089,18333,7468
H5,63,98489,39138,18087,7092
H6,63,101518,40522,18676,7404
H7,63,101948,41421,20122,8669
H8,63,96792,38194,17472,6729
H9,63,95612,38382,17904,7097
H10,63,100958,40501,18994,7771
H11,63,85767,35159,16508,6683
H12,63,82846,33186,15440,6183
A1,64,47779,19280,9494,4432
A2,64,46119,18488,9029,4109
A3,64,87362,34212,15574,6059
A4,64,97009,38166,17511,6864
A5,64,96163,37635,17109,6535
A6,64,106771,41760,18880,7139
A7,64,106081,41526,18884,7275
A8,64,93231,36801,16956,6602
A9,64,88689,35147,16140,6371
A10,64,98762,39087,17864,6954
A11,64,84027,33367,15353,5965
A12,64,93431,36938,16717,6295
B1,64,41088,16764,8460,4126
B2,64,45595,18621,9499,4697
B3,64,93165,36657,16666,6395
B4,64,100767,39623,18229,7301
B5,64,100042,39483,18235,7264
B6,64,101256,39781,18142,7041
B7,64,111020,43906,20155,7821
B8,64,105252,41649,19081,7457
B9,64,97859,39542,18287,7206
B10,64,109017,43093,19593,7588
B11,64,91128,36350,16634,6492
B12,64,108755,42730,19788,8504
C1,64,49368,19938,10023,4838
C2,64,44355,17818,8688,3965
C3,64,101498,39757,18094,7039
C4,64,100850,39475,17891,6721
C5,64,107750,42167,19178,7487
C6,64,109784,42987,19630,7641
C7,64,107407,41841,18800,7102
C8,64,98639,39025,18011,7067
C9,64,108191,42423,19327,7479
C10,64,91458,36263,16629,6425
C11,64,100281,39742,18291,7257
C12,64,103746,41133,19062,7567
D1,64,48270,19642,9883,4908
D2,64,49929,20196,10085,4767
D3,64,101697,40276,18696,7628
D4,64,103457,40785,18743,7483
D5,64,115321,45299,20681,8072
D6,64,110050,43572,20134,8062
D7,64,103877,41068,18996,7569
D8,64,101562,40123,18466,7306
D9,64,104389,41326,19031,7528
D10,64,103011,40530,18325,7034
D11,64,99630,39657,18281,7527
D12,64,101068,40357,18632,7217
E1,64,45271,18336,9097,4270
E2,64,49308,19998,10039,4761
E3,64,102981,40662,18600,7253
E4,64,104520,40984,18696,7335
E5,64,108677,42957,19782,7849
E6,64,104432,41287,19074,7579
E7,64,111319,43604,19881,7734
E8,64,112114,43848,19791,7546
E9,64,95435,37935,17393,6700
E10,64,101101,40002,18286,7153
E11,64,100049,39716,18231,7151
E12,64,107109,42277,19435,7648
F1,64,46582,19107,9699,4715
F2,64,46781,18902,9333,4348
F3,64,93843,37004,16990,6741
F4,64,93700,37072,17179,6909
F5,64,104277,41147,18933,7421
F6,64,106790,42040,19175,7467
F7,64,103972,40843,18630,7228
F8,64,98637,38659,17613,6857
F9,64,101615,40017,18175,6895
F10,64,103437,41062,18779,7352
F11,64,94692,37681,17312,6824
F12,64,107224,42259,19331,7464
G1,64,45199,18314,9045,4178
G2,64,48418,19622,9685,4441
G3,64,94834,37822,17548,7002
G4,64,103159,40906,18970,7774
G5,64,100846,40005,18441,7278
G6,64,93891,37236,17360,6971
G7,64,103355,40719,18594,7184
G8,64,99004,38860,17804,7023
G9,64,97329,38472,17598,6740
G10,64,98460,38985,17864,6938
G11,64,104324,41447,18858,7233
G12,64,115376,46810,22817,10144
H1,64,47202,19284,9609,4536
H2,64,52268,21283,10581,4957
H3,64,101571,42137,20807,9491
H4,64,97292,39074,18331,7478
H5,64,98467,39101,18082,7109
H6,64,101502,40497,18679,7397
H7,64,101976,41431,20122,8671
H8,64,96862,38218,17492,6733
H9,64,95649,38405,17921,7088
H10,64,101069,40524,19026,7793
H11,64,85778,35165,16515,6674
H12,64,82937,33232,15461,6200
A1,65,47754,19270,9507,4418
A2,65,46269,18552,9054,4160
A3,65,87451,34256,15613,6059
A4,65,97002,38174,17522,6861
A5,65,96319,37703,17148,6565
A6,65,106818,41814,18900,7156
A7,65,105889,41493,18865,7276
A8,65,93186,36791,16950,6629
A9,65,88977,35276,16214,6393
A10,65,98738,39100,17870,6978
A11,65,83935,33347,15337,5943
A12,65,93467,36963,16729,6315
B1,65,41440,16910,8566,4170
B2,65,45851,18700,9556,4740
B3,65,93070,36630,16630,6394
B4,65,100982,39707,18279,7334
B5,65,100315,39591,18292,7278
B6,65,101326,39808,18169,7046
B7,65,110908,43863,20143,7822
B8,65,105377,41685,19106,7473
B9,65,97798,39511,18280,7180
B10,65,109004,43091,19599,7601
B11,65,91206,36400,16665,6500
B12,65,108847,42775,19810,8510
C1,65,49519,20013,10066,4864
C2,65,44377,17805,8722,3974
C3,65,101510,39780,18099,7045
C4,65,101008,39554,17918,6772
C5,65,107496,42056,19149,7462
C6,65,109721,42982,19639,7626
C7,65,107124,41693,18753,7101
C8,65,98711,39050,18045,7082
C9,65,107978,42348,19299,7468
C10,65,91582,36293,16671,6407
C11,65,99447,39417,18140,7200
C12,65,103800,41145,19091,7588
D1,65,48349,19679,9928,4899
D2,65,49712,20107,10054,4763
D3,65,101746,40285,18720,7633
D4,65,103693,40875,18791,7503
D5,65,115026,45166,20643,8060
D6,65,110296,43664,20216,8099
D7,65,104755,41427,19176,7685
D8,65,101517,40124,18465,7347
D9,65,104166,41228,18962,7475
D10,65,103249,40651,18365,7047
D11,65,99099,39446,18201,7497
D12,65,101151,40354,18654,7244
E1,65,45404,18406,9142,4292
E2,65,49518,20123,10086,4804
E3,65,103262,40770,18670,7265
E4,65,105116,41227,18811,7394
E5,65,108856,43035,19805,7867
E6,65,104577,41345,19081,7580
E7,65,111556,43687,19939,7766
E8,65,112110,43861,19820,7564
E9,65,95400,37928,17397,6686
E10,65,101822,40305,18422,7210
E11,65,99742,39610,18154,7139
E12,65,106539,42051,19356,7615
F1,65,46669,19163,9758,4749
F2,65,47162,19046,9415,4381
F3,65,93970,37065,17019,6748
F4,65,94035,37238,17250,6927
F5,65,104466,41258,18980,7429
F6,65,106107,41742,19035,7424
F7,65,104113,40892,18658,7242
F8,65,98679,38664,17633,6862
F9,65,101685,40053,18179,6905
F10,65,103339,40999,18780,7342
F11,65,94632,37659,17305,6831
F12,65,106989,42186,19303,7456
G1,65,45144,18318,9034,4144
G2,65,48464,19666,9691,4451
G3,65,95030,37874,17614,7026
G4,65,103568,41070,19073,7783
G5,65,100931,40057,18492,7301
G6,65,93765,37167,17307,6973
G7,65,103307,40700,18591,7203
G8,65,99062,38890,17832,7020
G9,65,97409,38514,17603,6763
G10,65,98445,38981,17876,6948
G11,65,104505,41514,18899,7219
G12,65,115295,46772,22806,10150
H1,65,47272,19308,9643,4558
H2,65,52237,21274,10583,4941
H3,65,101541,42120,20803,9500
H4,65,97357,39088,18315,7485
H5,65,98581,39163,18096,7136
H6,65,101653,40576,18694,7402
H7,65,102017,41431,20115,8664
H8,65,96837,38205,17489,6737
H9,65,95655,38384,17908,7128
H10,65,101018,40516,19017,7786
H11,65,85818,35146,16534,6689
H12,65,82910,33216,15479,6187
A1,66,47720,19254,9485,4413
A2,66,46298,18573,9077,4134
A3,66,87534,34284,15618,6067
A4,66,97071,38182,17531,6861
A5,66,96284,37683,17147,6561
A6,66,106876,41814,18899,7168
A7,66,105947,41524,18874,7263
A8,66,92892,36695,16921,6590
A9,66,89035,35287,16224,6391
A10,66,98720,39074,17881,6988
A11,66,84127,33419,15362,5954
A12,66,93501,36984,16748,6320
B1,66,41862,17080,8642,4215
B2,66,45935,18730,9579,4752
B3,66,93072,36635,16640,6398
B4,66,100787,39648,18263,7304
B5,66,100399,39604,18309,7292
B6,66,101305,39812,18177,7051
B7,66,111057,43918,20167,7843
B8,66,105838,41850,19202,7522
B9,66,98013,39580,18304,7196
B10,66,108950,43067,19606,7600
B11,66,90620,36159,16537,6450
B12,66,108868,42804,19824,8505
C1,66,49707,20108,10085,4854
C2,66,44416,17811,8730,3974
C3,66,101919,39924,18180,7054
C4,66,101147,39593,17962,6775
C5,66,107390,42025,19132,7469
C6,66,109861,43032,19658,7642
C7,66,106782,41540,18691,7075
C8,66,99291,39279,18172,7119
C9,66,108442,42530,19387,7512
C10,66,91500,36273,16644,6406
C11,66,100421,39803,18327,7271
C12,66,103829,41176,19091,7592
D1,66,47973,19537,9821,4857
D2,66,49722,20130,10045,4785
D3,66,101905,40336,18730,7661
D4,66,103381,40753,18748,7472
D5,66,115480,45372,20714,8104
D6,66,110319,43671,20200,8109
D7,66,104501,41301,19105,7648
D8,66,101907,40281,18538,7362
D9,66,104396,41318,19013,7498
D10,66,103024,40520,18359,7043
D11,66,99740,39699,18311,7548
D12,66,101134,40347,18635,7231
E1,66,45150,18287,9096,4251
E2,66,49590,20131,10087,4806
E3,66,102885,40632,18584,7259
E4,66,104529,40986,18728,7343
E5,66,108605,42933,19778,7859
E6,66,104742,41407,19136,7602
E7,66,111573,43720,19938,7748
E8,66,112327,43941,19855,7574
E9,66,95470,37967,17401,6707
E10,66,101482,40152,18378,7188
E11,66,100361,39863,18302,7188
E12,66,106386,41985,19330,7605
F1,66,46672,19157,9734,4751
F2,66,47246,19103,9457,4402
F3,66,94043,37081,17013,6753
