Well,Cycle,BLUE,GREEN,YELLOW,RED
C10,51,90442,35855,16393,6280
C11,51,99153,39253,17981,7089
C12,51,103776,41148,19008,7485
D1,51,47220,19217,9637,4754
D2,51,49127,19873,9873,4669
D3,51,100725,39857,18451,7482
D4,51,102832,40525,18572,7368
D5,51,113971,44732,20362,7904
D6,51,110236,43589,20130,8033
D7,51,104021,41059,18976,7539
D8,51,100562,39687,18216,7189
D9,51,104640,41388,18987,7456
D10,51,102510,40302,18120,6899
D11,51,98947,39360,18085,7383
D12,51,100804,40226,18524,7081
E1,51,44370,17959,8912,4141
E2,51,48169,19565,9810,4662
E3,51,102394,40393,18437,7154
E4,51,104118,40806,18540,7212
E5,51,107582,42447,19504,7702
E6,51,104252,41175,18923,7494
E7,51,109993,43039,19572,7553
E8,51,110527,43181,19477,7386
E9,51,95104,37819,17281,6596
E10,51,100941,39883,18163,7043
E11,51,99061,39288,17951,6990
E12,51,106030,41852,19163,7474
F1,51,45187,18537,9402,4573
F2,51,45853,18508,9110,4235
F3,51,92694,36565,16731,6612
F4,51,92699,36717,16935,6767
F5,51,101541,40084,18407,7181
F6,51,105740,41578,18908,7302
F7,51,102310,40127,18272,7078
F8,51,96188,37769,17231,6696
F9,51,100491,39653,18022,6816
F10,51,101997,40432,18416,7158
F11,51,93445,37205,17018,6684
F12,51,106679,42062,19177,7343
G1,51,44158,17900,8816,4025
G2,51,48162,19512,9582,4365
G3,51,93405,37243,17257,6878
G4,51,101626,40280,18645,7587
G5,51,100040,39652,18255,7157
G6,51,92866,36823,17114,6861
G7,51,102367,40275,18350,7052
G8,51,98311,38531,17605,6909
G9,51,94844,37478,17088,6525
G10,51,97377,38481,17569,6772
G11,51,103888,41210,18666,7091
G12,51,115339,46788,22739,10052
H1,51,46427,18950,9411,4429
H2,51,50962,20744,10288,4787
H3,51,101521,42113,20742,9435
H4,51,97013,38984,18221,7403
H5,51,97975,38963,17948,7017
H6,51,100873,40308,18517,7286
H7,51,101427,41278,20026,8595
H8,51,96505,38106,17349,6632
H9,51,95453,38357,17830,7020
H10,51,101030,40560,18959,7703
H11,51,84992,34915,16326,6583
H12,51,82927,33199,15384,6105
A1,52,47117,18985,9323,4324
A2,52,45510,18233,8866,4029
A3,52,86941,33999,15435,5951
A4,52,96667,38010,17376,6730
A5,52,95700,37428,16940,6442
A6,52,106395,41589,18727,7039
A7,52,105117,41130,18625,7143
A8,52,91240,36003,16547,6433
A9,52,88236,34909,15977,6224
A10,52,98564,38990,17752,6865
A11,52,83684,33212,15204,5837
A12,52,92303,36469,16422,6161
B1,52,40685,16586,8373,4045
B2,52,44858,18307,9335,4609
B3,52,92169,36271,16423,6261
B4,52,100744,39581,18137,7239
B5,52,99249,39163,18038,7135
B6,52,100708,39586,17998,6919
B7,52,110753,43759,20056,7737
B8,52,103981,41107,18779,7306
B9,52,97114,39345,18132,7107
B10,52,108664,42931,19466,7453
B11,52,88520,35330,16128,6276
B12,52,109070,42872,19788,8485
C1,52,48055,19430,9734,4705
C2,52,43396,17383,8471,3851
C3,52,99782,39058,17733,6889
C4,52,98715,38669,17533,6568
C5,52,106443,41603,18894,7334
C6,52,109023,42659,19425,7511
C7,52,106007,41231,18494,6954
C8,52,95566,37795,17423,6806
C9,52,105973,41525,18855,7280
C10,52,90517,35867,16411,6311
C11,52,99537,39393,18052,7128
C12,52,103823,41166,19028,7514
D1,52,47075,19134,9574,4730
D2,52,49050,19828,9876,4690
D3,52,100746,39857,18460,7490
D4,52,102593,40418,18542,7337
D5,52,114277,44831,20437,7929
D6,52,109961,43485,20045,8000
D7,52,103538,40898,18854,7515
D8,52,100671,39733,18217,7181
D9,52,103929,41113,18846,7391
D10,52,102584,40323,18151,6916
D11,52,99286,39485,18152,7412
D12,52,101257,40411,18604,7150
E1,52,44432,17963,8880,4121
E2,52,48218,19557,9803,4633
E3,52,102604,40468,18489,7182
E4,52,103992,40738,18516,7222
E5,52,107480,42447,19465,7692
E6,52,104210,41158,18940,7509
E7,52,110070,43056,19586,7572
E8,52,110764,43274,19508,7396
E9,52,94577,37607,17168,6577
E10,52,100930,39874,18166,7027
E11,52,99209,39359,17965,7012
E12,52,106578,42074,19309,7528
F1,52,45328,18574,9439,4594
F2,52,46078,18602,9174,4243
F3,52,92960,36614,16790,6626
F4,52,92646,36649,16900,6775
F5,52,101873,40204,18463,7201
F6,52,105462,41474,18850,7278
F7,52,102527,40238,18280,7067
F8,52,96467,37868,17272,6705
F9,52,100442,39603,17985,6793
F10,52,102401,40583,18483,7195
F11,52,93504,37215,17029,6674
F12,52,107017,42177,19262,7370
G1,52,44315,17946,8821,4047
G2,52,47935,19380,9523,4346
G3,52,93569,37294,17302,6868
G4,52,102191,40504,18725,7645
G5,52,100233,39765,18299,7187
G6,52,92855,36790,17129,6861
G7,52,102577,40380,18386,7069
G8,52,98712,38680,17659,6940
G9,52,95265,37661,17181,6554
G10,52,97694,38637,17669,6799
G11,52,104061,41280,18723,7100
G12,52,115929,47010,22854,10088
H1,52,46459,18944,9423,4435
H2,52,51154,20801,10304,4798
H3,52,101659,42166,20760,9447
H4,52,96835,38905,18183,7364
H5,52,97944,38938,17960,7013
H6,52,100917,40322,18526,7306
H7,52,101519,41286,20041,8601
H8,52,96556,38102,17372,6655
H9,52,95517,38390,17859,7024
H10,52,100931,40514,18951,7706
H11,52,85083,34930,16372,6589
H12,52,82823,33179,15373,6112
A1,53,47163,19020,9325,4327
A2,53,45536,18234,8879,4024
A3,53,86974,34026,15436,5982
A4,53,96739,38038,17381,6791
A5,53,95771,37445,16961,6447
A6,53,106425,41604,18738,7037
A7,53,105155,41141,18657,7138
A8,53,91571,36153,16595,6447
A9,53,88579,35050,16027,6238
A10,53,98556,38996,17750,6869
A11,53,83728,33243,15222,5855
A12,53,92421,36537,16456,6163
B1,53,40869,16647,8407,4074
B2,53,44889,18315,9331,4618
B3,53,92160,36279,16415,6268
B4,53,100682,39560,18149,7231
B5,53,99067,39086,18024,7135
B6,53,100651,39558,18012,6937
B7,53,110418,43643,19985,7703
B8,53,104100,41134,18788,7350
B9,53,96688,39133,18035,7077
B10,53,108885,43033,19508,7501
B11,53,89099,35520,16219,6312
B12,53,109200,42934,19811,8505
C1,53,48367,19557,9798,4714
C2,53,43472,17422,8508,3868
C3,53,100237,39266,17823,6903
C4,53,98896,38754,17551,6580
C5,53,106722,41736,18952,7343
C6,53,109115,42687,19440,7517
C7,53,106608,41471,18607,7000
C8,53,95883,37927,17484,6836
C9,53,106695,41806,18979,7331
C10,53,90837,36014,16489,6319
C11,53,99632,39442,18090,7139
C12,53,103845,41180,19040,7511
D1,53,47437,19271,9672,4775
D2,53,49185,19855,9870,4665
D3,53,101150,40032,18563,7541
D4,53,102634,40421,18548,7350
D5,53,114409,44909,20465,7933
D6,53,110103,43535,20096,8018
D7,53,103924,41036,18937,7524
D8,53,100832,39797,18253,7185
D9,53,104346,41285,18934,7419
D10,53,102746,40390,18192,6930
D11,53,99551,39613,18210,7448
D12,53,101034,40306,18535,7122
E1,53,44530,18018,8906,4145
E2,53,48297,19619,9815,4644
E3,53,103000,40657,18565,7211
E4,53,103923,40727,18524,7215
E5,53,107765,42575,19556,7732
E6,53,104725,41378,19053,7530
E7,53,110185,43125,19596,7581
E8,53,110706,43254,19503,7391
E9,53,94907,37742,17255,6602
E10,53,101021,39948,18186,7071
E11,53,99483,39452,18041,7035
E12,53,106333,41979,19248,7510
F1,53,45449,18624,9432,4583
F2,53,45873,18497,9125,4246
F3,53,92962,36652,16773,6646
F4,53,92839,36729,16956,6783
F5,53,102396,40398,18571,7223
F6,53,106427,41845,19052,7383
F7,53,102870,40368,18355,7106
F8,53,96686,37922,17306,6717
F9,53,100424,39584,17961,6796
F10,53,102403,40571,18486,7186
F11,53,93709,37282,17076,6689
F12,53,106824,42124,19203,7353
G1,53,44452,18016,8875,4063
G2,53,48144,19487,9576,4362
G3,53,93496,37265,17273,6862
G4,53,102115,40472,18737,7635
G5,53,100315,39799,18319,7199
G6,53,93056,36908,17177,6871
G7,53,102486,40339,18380,7073
G8,53,98837,38745,17690,6928
G9,53,95443,37721,17216,6591
G10,53,97695,38614,17653,6801
G11,53,104116,41301,18743,7129
G12,53,115688,46919,22811,10066
H1,53,46478,18957,9421,4424
H2,53,51163,20800,10322,4806
H3,53,101234,41994,20677,9390
H4,53,96898,38922,18201,7387
H5,53,97975,38960,17964,7025
H6,53,101060,40363,18548,7309
H7,53,101489,41274,20045,8605
H8,53,96565,38109,17365,6656
H9,53,95501,38359,17861,7023
H10,53,100977,40517,18958,7720
H11,53,85132,34964,16359,6575
H12,53,82783,33175,15378,6117
A1,54,47280,19097,9374,4345
A2,54,45674,18281,8909,4056
A3,54,87082,34098,15462,5965
A4,54,96812,38049,17413,6784
A5,54,95844,37488,16981,6463
A6,54,106440,41598,18723,7060
A7,54,105426,41238,18688,7153
A8,54,91804,36226,16648,6466
A9,54,88850,35176,16085,6300
A10,54,98676,39021,17791,6900
A11,54,83805,33262,15238,5880
A12,54,92513,36570,16459,6178
B1,54,40738,16604,8369,4060
B2,54,44969,18365,9358,4630
B3,54,92062,36232,16408,6269
B4,54,100734,39566,18158,7251
B5,54,99389,39220,18056,7154
B6,54,100690,39568,18005,6947
B7,54,110333,43583,19951,7703
B8,54,104287,41237,18830,7343
B9,54,97159,39328,18140,7080
B10,54,108918,43044,19503,7496
B11,54,89667,35735,16301,6335
B12,54,109151,42908,19819,8499
C1,54,48630,19655,9846,4740
C2,54,43516,17442,8502,3881
C3,54,100201,39271,17826,6899
C4,54,99220,38874,17601,6618
C5,54,106765,41739,18954,7363
C6,54,109206,42756,19443,7527
C7,54,106760,41523,18633,7036
C8,54,96241,38047,17554,6868
C9,54,107575,42148,19149,7384
C10,54,90802,35961,16496,6327
C11,54,99935,39576,18152,7165
C12,54,103861,41190,19018,7518
D1,54,47683,19393,9719,4822
D2,54,49086,19835,9866,4671
D3,54,101404,40096,18583,7558
D4,54,102949,40561,18610,7384
D5,54,114486,44965,20472,7949
D6,54,110019,43536,20100,8031
D7,54,103940,41076,18960,7542
D8,54,100897,39833,18301,7201
D9,54,104730,41424,19016,7455
D10,54,103086,40526,18263,6960
D11,54,99380,39535,18200,7422
D12,54,101096,40342,18559,7135
E1,54,44631,18064,8940,4152
E2,54,48366,19632,9813,4645
E3,54,102819,40589,18539,7198
E4,54,104081,40776,18565,7237
E5,54,107854,42561,19553,7739
E6,54,103882,41025,18866,7477
E7,54,110212,43131,19604,7593
E8,54,111179,43470,19576,7433
E9,54,95164,37855,17300,6636
E10,54,101665,40204,18315,7124
E11,54,99543,39496,18058,7050
E12,54,106228,41950,19238,7526
F1,54,45726,18756,9489,4623
F2,54,46069,18598,9167,4252
F3,54,93085,36707,16812,6660
F4,54,92942,36797,16960,6798
F5,54,102639,40494,18612,7267
F6,54,105547,41488,18899,7287
F7,54,102984,40410,18386,7090
F8,54,96989,38050,17332,6739
F9,54,100485,39611,17990,6800
F10,54,103050,40850,18648,7258
F11,54,93832,37349,17097,6709
F12,54,106497,42000,19160,7322
G1,54,44589,18064,8897,4054
G2,54,48068,19445,9568,4351
G3,54,93900,37429,17368,6895
G4,54,102151,40479,18748,7622
G5,54,100410,39827,18349,7195
G6,54,93439,37036,17235,6914
G7,54,102874,40506,18451,7118
G8,54,98650,38660,17668,6953
G9,54,95750,37867,17269,6611
G10,54,97930,38725,17704,6833
G11,54,104186,41341,18736,7132
G12,54,115431,46845,22759,10055
H1,54,46536,18992,9450,4436
H2,54,51349,20892,10354,4819
H3,54,101620,42161,20763,9457
H4,54,96891,38899,18195,7396
H5,54,98097,38975,17970,7032
H6,54,100821,40261,18516,7293
H7,54,101576,41314,20051,8611
H8,54,96607,38136,17390,6658
H9,54,95548,38371,17872,7038
H10,54,100927,40481,18942,7706
H11,54,85234,34976,16380,6607
H12,54,82912,33213,15424,6113
A1,55,47257,19055,9355,4328
A2,55,45686,18294,8923,4053
A3,55,87127,34087,15485,5983
A4,55,96804,38080,17420,6789
A5,55,95943,37544,17013,6476
A6,55,106661,41699,18780,7082
A7,55,105498,41302,18728,7179
A8,55,92025,36329,16698,6491
A9,55,88854,35181,16121,6280
A10,55,98724,39046,17786,6897
A11,55,83764,33258,15256,5872
A12,55,92592,36611,16503,6181
B1,55,41344,16856,8532,4151
B2,55,44997,18370,9365,4631
B3,55,92311,36344,16477,6299
B4,55,100954,39671,18202,7261
B5,55,99688,39341,18132,7199
B6,55,100858,39664,18043,6956
B7,55,110433,43646,19980,7741
B8,55,104420,41263,18861,7350
B9,55,97397,39436,18206,7142
B10,55,108953,43050,19520,7535
B11,55,90216,35971,16408,6394
B12,55,109202,42939,19842,8502
C1,55,48938,19786,9934,4799
C2,55,43614,17515,8531,3896
C3,55,100640,39425,17922,6942
C4,55,99432,38963,17660,6632
C5,55,106644,41700,18928,7369
C6,55,109271,42781,19490,7549
C7,55,106936,41589,18686,7024
C8,55,96510,38184,17610,6897
C9,55,107446,42110,19130,7379
C10,55,91037,36066,16526,6344
C11,55,99594,39435,18105,7152
C12,55,103781,41151,19031,7548
D1,55,47863,19462,9782,4828
D2,55,49329,19939,9929,4726
D3,55,101364,40103,18579,7568
D4,55,103232,40678,18656,7428
D5,55,114439,44928,20471,7973
D6,55,110628,43770,20208,8049
D7,55,104550,41322,19083,7618
D8,55,100976,39866,18303,7222
D9,55,104763,41437,19019,7454
D10,55,103129,40548,18276,6964
D11,55,99363,39523,18185,7440
D12,55,101179,40342,18581,7145
E1,55,44818,18156,8974,4203
E2,55,48579,19715,9875,4670
E3,55,102929,40627,18549,7202
E4,55,104719,41042,18682,7300
E5,55,108278,42767,19664,7779
E6,55,104862,41435,19084,7549
E7,55,110726,43356,19713,7633
E8,55,111015,43418,19570,7434
E9,55,95452,37940,17359,6656
E10,55,101622,40174,18323,7136
E11,55,99628,39517,18102,7068
E12,55,106885,42199,19365,7580
F1,55,45794,18787,9517,4631
F2,55,46110,18618,9174,4265
F3,55,93224,36778,16870,6685
F4,55,93323,36947,17066,6833
F5,55,103021,40645,18658,7276
F6,55,106257,41776,19021,7350
F7,55,103010,40419,18396,7118
F8,55,97075,38091,17379,6745
F9,55,100973,39812,18085,6851
F10,55,103149,40883,18635,7256
F11,55,93915,37372,17127,6709
F12,55,107232,42298,19298,7434
G1,55,44694,18124,8926,4101
G2,55,48327,19567,9649,4423
G3,55,93976,37471,17380,6923
G4,55,102329,40555,18766,7654
G5,55,100461,39853,18364,7216
G6,55,93386,37006,17219,6917
G7,55,102787,40472,18456,7109
G8,55,98770,38717,17701,6963
G9,55,95802,37869,17266,6611
G10,55,98280,38855,17775,6866
G11,55,104211,41359,18773,7135
G12,55,115693,46955,22833,10105
H1,55,46638,19009,9474,4460
H2,55,51426,20928,10386,4870
H3,55,101459,42087,20751,9469
H4,55,97043,38990,18234,7415
H5,55,98130,38998,18003,7034
H6,55,101052,40356,18577,7308
H7,55,101580,41328,20056,8613
H8,55,96594,38128,17389,6654
H9,55,95506,38358,17864,7050
H10,55,100805,40446,18946,7716
H11,55,85289,35006,16421,6622
H12,55,82916,33221,15423,6153
A1,56,47315,19076,9381,4342
A2,56,45718,18315,8942,4047
A3,56,87148,34103,15482,5987
A4,56,96894,38094,17442,6764
A5,56,95957,37553,17024,6484
A6,56,106583,41687,18797,7090
A7,56,105473,41309,18711,7197
A8,56,91827,36240,16642,6472
A9,56,88778,35121,16102,6289
A10,56,98702,39067,17794,6916
A11,56,83899,33323,15285,5900
A12,56,92721,36664,16527,6219
B1,56,41165,16791,8485,4121
B2,56,45180,18414,9409,4646
B3,56,92668,36458,16545,6340
B4,56,100985,39687,18219,7294
B5,56,99501,39261,18128,7180
B6,56,100920,39670,18047,6970
B7,56,110661,43753,20046,7753
B8,56,104953,41474,18970,7397
B9,56,97272,39398,18184,7123
B10,56,109007,43090,19543,7548
B11,56,90681,36146,16485,6408
B12,56,109142,42899,19823,8488
C1,56,48604,19653,9840,4725
C2,56,43664,17531,8547,3890
C3,56,100259,39293,17843,6902
C4,56,99519,38961,17637,6642
C5,56,107034,41867,19025,7375
C6,56,109325,42808,19517,7560
C7,56,106164,41296,18536,6975
C8,56,97164,38445,17736,6966
C9,56,107238,42014,19102,7356
C10,56,91124,36101,16533,6343
C11,56,99709,39515,18156,7172
C12,56,103807,41162,19061,7535
D1,56,47754,19426,9745,4804
D2,56,49160,19875,9900,4688
D3,56,101136,40023,18558,7558
D4,56,103188,40672,18659,7422
D5,56,114136,44809,20421,7931
D6,56,110354,43647,20159,8061
D7,56,104149,41157,19013,7585
D8,56,101177,39959,18360,7242
D9,56,104379,41285,18964,7442
D10,56,103069,40550,18295,6960
D11,56,99416,39553,18209,7465
D12,56,101094,40329,18572,7168
E1,56,44647,18085,8943,4168
E2,56,48570,19714,9855,4666
E3,56,102782,40561,18518,7219
E4,56,104405,40918,18625,7266
E5,56,107857,42607,19576,7760
E6,56,104658,41356,19043,7546
E7,56,110498,43261,19687,7622
E8,56,111140,43442,19595,7438
E9,56,95073,37787,17268,6632
E10,56,101497,40131,18324,7153
E11,56,99733,39582,18107,7085
E12,56,106532,42062,19290,7540
F1,56,45851,18783,9518,4635
F2,56,46297,18686,9220,4278
F3,56,93233,36749,16865,6686
F4,56,92895,36755,16992,6791
F5,56,103303,40760,18721,7298
F6,56,105810,41595,18928,7329
F7,56,103116,40448,18438,7116
F8,56,97165,38105,17376,6758
F9,56,100958,39788,18067,6829
F10,56,102789,40746,18589,7243
F11,56,93977,37387,17129,6737
F12,56,107007,42192,19258,7400
G1,56,44743,18135,8918,4078
G2,56,48237,19546,9626,4392
G3,56,94167,37543,17430,6929
G4,56,102623,40676,18837,7693
G5,56,100515,39892,18356,7214
G6,56,93312,36955,17231,6907
G7,56,102898,40509,18479,7119
G8,56,99050,38835,17766,6985
G9,56,96109,37986,17332,6648
G10,56,98136,38835,17779,6868
G11,56,104158,41319,18755,7128
G12,56,115478,46863,22795,10092
H1,56,46715,19061,9495,4455
H2,56,51447,20946,10387,4858
H3,56,101517,42098,20735,9443
H4,56,97025,38979,18220,7402
H5,56,98134,39026,17997,7028
H6,56,101097,40381,18591,7325
H7,56,101665,41343,20074,8615
H8,56,96616,38112,17420,6685
H9,56,95537,38359,17867,7038
H10,56,100911,40481,18964,7733
H11,56,85386,35052,16411,6635
H12,56,82969,33220,15418,6153
A1,57,47453,19137,9404,4371
A2,57,45767,18353,8948,4060
A3,57,87177,34100,15510,6016
A4,57,96912,38123,17462,6826
A5,57,95978,37595,17045,6494
A6,57,106666,41687,18803,7071
A7,57,105511,41295,18743,7195
A8,57,92008,36318,16726,6481
A9,57,88665,35120,16115,6297
A10,57,98691,39063,17801,6915
A11,57,83841,33300,15260,5891
A12,57,92878,36757,16577,6234
B1,57,41105,16750,8484,4106
B2,57,45227,18434,9424,4664
B3,57,92205,36300,16441,6293
B4,57,100874,39653,18197,7270
B5,57,99732,39348,18161,7214
B6,57,100949,39700,18088,6989
B7,57,110627,43735,20050,7755
B8,57,105133,41581,19020,7425
B9,57,97512,39468,18220,7144
B10,57,109033,43106,19552,7542
B11,57,90158,35952,16398,6367
B12,57,109055,42872,19811,8512
C1,57,48989,19837,9942,4792
C2,57,43737,17546,8556,3905
C3,57,100661,39430,17939,6948
C4,57,99840,39112,17696,6638
C5,57,106816,41777,19002,7381
C6,57,109307,42808,19527,7552
C7,57,106722,41545,18659,7016
C8,57,97540,38598,17817,6969
C9,57,107211,42006,19091,7394
C10,57,91186,36145,16569,6376
C11,57,100305,39718,18245,7214
C12,57,103811,41160,19051,7542
D1,57,47985,19518,9792,4815
D2,57,49451,20007,9983,4723
D3,57,101422,40150,18633,7578
D4,57,103066,40612,18649,7419
D5,57,114457,44915,20480,7963
D6,57,110518,43740,20203,8090
D7,57,104255,41191,19030,7600
D8,57,101316,40035,18384,7268
D9,57,104363,41284,18965,7453
D10,57,102978,40503,18245,6976
D11,57,99860,39758,18302,7499
D12,57,101001,40302,18572,7151
E1,57,44866,18159,9006,4194
E2,57,48857,19830,9916,4717
E3,57,103009,40666,18585,7248
E4,57,104401,40918,18642,7271
E5,57,108075,42682,19639,7779
E6,57,104748,41386,19071,7568
E7,57,110817,43397,19757,7674
E8,57,111341,43553,19630,7480
E9,57,95236,37879,17335,6647
E10,57,101371,40085,18284,7142
E11,57,100046,39716,18184,7109
E12,57,106144,41883,19209,7527
F1,57,46052,18882,9582,4651
F2,57,46531,18814,9278,4329
F3,57,93430,36840,16906,6701
F4,57,93289,36946,17082,6827
F5,57,103318,40777,18715,7303
F6,57,106612,41940,19106,7430
F7,57,103385,40581,18482,7153
F8,57,97584,38283,17440,6788
F9,57,100902,39748,18056,6837
F10,57,102893,40791,18608,7272
F11,57,94261,37518,17195,6764
F12,57,106818,42120,19211,7386
G1,57,44784,18158,8928,4104
G2,57,48363,19604,9653,4406
G3,57,94158,37531,17419,6913
G4,57,102639,40667,18853,7680
G5,57,100593,39918,18390,7238
G6,57,93718,37144,17302,6930
G7,57,102890,40506,18480,7125
G8,57,98850,38750,17740,6950
G9,57,96400,38099,17414,6653
G10,57,98125,38833,17757,6869
G11,57,104294,41420,18806,7167
G12,57,115721,46945,22837,10125
H1,57,46773,19101,9508,4486
H2,57,51585,20998,10415,4849
H3,57,101506,42110,20749,9451
H4,57,97057,38990,18239,7405
H5,57,98193,39025,18028,7062
H6,57,100991,40327,18581,7334
H7,57,101701,41354,20071,8623
H8,57,96700,38144,17409,6672
H9,57,95640,38412,17895,7070
H10,57,101010,40517,18994,7756
H11,57,85416,35046,16434,6636
H12,57,82839,33172,15415,6161
A1,58,47460,19171,9407,4377
A2,58,45839,18358,8945,4080
A3,58,87220,34137,15525,6006
A4,58,97004,38158,17454,6817
A5,58,96023,37567,17054,6504
A6,58,106670,41704,18828,7095
A7,58,105657,41375,18774,7209
A8,58,92177,36390,16742,6541
A9,58,88798,35166,16121,6328
A10,58,98747,39071,17824,6913
A11,58,83854,33284,15257,5922
A12,58,92856,36714,16571,6220
B1,58,41154,16781,8475,4122
B2,58,45307,18490,9447,4675
B3,58,92791,36527,16563,6359
B4,58,100705,39568,18188,7263
B5,58,99860,39401,18184,7225
B6,58,100902,39691,18048,6987
B7,58,111107,43927,20146,7792
B8,58,105091,41557,19044,7423
B9,58,97323,39382,18178,7147
B10,58,108869,43028,19539,7523
B11,58,90430,36059,16448,6397
B12,58,109014,42855,19794,8500
C1,58,48888,19758,9907,4773
C2,58,43859,17575,8589,3907
C3,58,100694,39441,17918,6948
C4,58,99887,39135,17723,6659
C5,58,106785,41765,19012,7376
C6,58,109349,42820,19508,7571
C7,58,106404,41408,18593,7015
C8,58,97675,38655,17830,6985
C9,58,107617,42182,19154,7403
C10,58,91261,36161,16572,6354
C11,58,99405,39353,18096,7139
C12,58,103716,41117,19035,7522
D1,58,47930,19499,9789,4840
D2,58,49395,19967,9956,4729
D3,58,101448,40163,18610,7581
D4,58,103235,40703,18668,7436
D5,58,114633,45011,20539,7978
D6,58,110454,43700,20191,8069
D7,58,103903,41051,18973,7565
D8,58,101421,40068,18406,7295
D9,58,104554,41366,19014,7496
D10,58,103085,40545,18273,6993
D11,58,99519,39613,18221,7462
D12,58,101090,40313,18598,7158
E1,58,44908,18170,9004,4189
E2,58,48754,19787,9893,4697
E3,58,102857,40597,18582,7232
E4,58,104631,40997,18686,7293
E5,58,108216,42730,19675,7779
E6,58,104961,41485,19142,7589
E7,58,110816,43394,19760,7661
E8,58,111303,43526,19653,7485
E9,58,94966,37768,17267,6623
E10,58,101457,40113,18317,7147
E11,58,99692,39564,18104,7085
E12,58,106635,42106,19321,7576
F1,58,46086,18877,9581,4657
F2,58,46324,18697,9216,4284
F3,58,93402,36840,16897,6697
F4,58,93365,36979,17068,6849
F5,58,103587,40882,18792,7338
F6,58,106297,41828,19042,7391
F7,58,103486,40620,18497,7162
F8,58,97479,38232,17429,6782
F9,58,100981,39795,18069,6828
F10,58,103089,40869,18649,7277
F11,58,94253,37494,17207,6773
F12,58,106743,42100,19225,7400
G1,58,44861,18172,8955,4101
G2,58,48176,19518,9621,4397
G3,58,94342,37614,17468,6927
G4,58,102290,40547,18783,7668
G5,58,100499,39880,18385,7239
G6,58,93458,37052,17256,6928
G7,58,103005,40559,18514,7137
G8,58,98766,38720,17714,6964
G9,58,96588,38179,17428,6663
G10,58,98450,38945,17850,6895
G11,58,104379,41441,18832,7173
G12,58,115221,46733,22756,10081
H1,58,46831,19129,9540,4490
H2,58,51610,21005,10433,4866
H3,58,101478,42091,20752,9469
H4,58,97250,39057,18274,7414
H5,58,98294,39056,18048,7070
H6,58,101234,40444,18599,7359
H7,58,101761,41377,20096,8619
H8,58,96633,38136,17404,6679
H9,58,95588,38388,17888,7059
H10,58,100838,40435,18957,7741
H11,58,85463,35056,16438,6667
H12,58,83034,33262,15446,6160
A1,59,47454,19144,9409,4369
A2,59,45860,18373,8967,4072
A3,59,87209,34148,15525,6022
A4,59,96971,38160,17473,6820
A5,59,96046,37591,17030,6504
A6,59,106655,41716,18815,7099
A7,59,105804,41430,18786,7207
A8,59,92273,36433,16754,6506
A9,59,88787,35180,16137,6312
A10,59,98784,39102,17841,6947
A11,59,83942,33345,15305,5901
A12,59,92966,36763,16599,6243
B1,59,41311,16850,8507,4150
B2,59,45393,18520,9461,4692
B3,59,92544,36426,16509,6331
B4,59,100899,39656,18231,7281
B5,59,100026,39498,18212,7239
B6,59,101026,39689,18098,6998
B7,59,110847,43837,20093,7801
B8,59,105185,41608,19039,7431
B9,59,97955,39633,18301,7196
B10,59,108768,42979,19517,7540
B11,59,90732,36170,16498,6429
B12,59,108852,42759,19773,8481
C1,59,48767,19729,9909,4773
C2,59,43896,17618,8596,3924
C3,59,101006,39572,17957,6979
C4,59,100084,39210,17757,6662
C5,59,106735,41759,18978,7378
C6,59,109389,42828,19530,7586
C7,59,106853,41577,18699,7047
C8,59,97925,38735,17874,7013
C9,59,107428,42116,19151,7417
C10,59,91220,36163,16554,6363
C11,59,100245,39698,18253,7215
C12,59,103754,41144,19050,7544
D1,59,47870,19490,9787,4820
D2,59,49333,19947,9947,4705
D3,59,101503,40173,18628,7579
D4,59,103181,40671,18673,7419
D5,59,114495,44940,20493,7965
D6,59,110528,43739,20212,8083
D7,59,104137,41142,19018,7584
D8,59,101466,40073,18410,7297
D9,59,104155,41204,18926,7465
D10,59,102607,40366,18175,6957
D11,59,99746,39675,18272,7501
D12,59,100928,40261,18561,7166
E1,59,44926,18199,9027,4192
E2,59,48968,19888,9958,4711
E3,59,102859,40600,18560,7230
E4,59,104417,40939,18659,7302
E5,59,108067,42688,19630,7796
E6,59,104652,41361,19068,7555
E7,59,110884,43434,19791,7683
E8,59,111279,43518,19637,7469
E9,59,94933,37733,17274,6624
E10,59,101326,40075,18296,7143
E11,59,99945,39664,18147,7094
E12,59,106348,41969,19279,7577
F1,59,46207,18948,9615,4661
F2,59,46554,18810,9300,4299
F3,59,93366,36806,16870,6689
F4,59,93407,36990,17096,6855
F5,59,103742,40938,18812,7338
F6,59,106019,41684,19006,7353
F7,59,103373,40597,18503,7164
F8,59,97742,38333,17482,6799
F9,59,101119,39820,18074,6853
F10,59,102800,40766,18607,7260
F11,59,94528,37623,17257,6797
F12,59,106624,42055,19193,7366
G1,59,44886,18178,8970,4089
G2,59,48250,19550,9635,4421
G3,59,94526,37680,17483,6952
G4,59,102917,40811,18915,7708
G5,59,100627,39927,18390,7249
G6,59,93350,36990,17223,6895
G7,59,102972,40545,18497,7172
G8,59,98797,38748,17736,6986
G9,59,96805,38254,17462,6685
G10,59,98143,38819,17785,6880
G11,59,104195,41368,18802,7167
G12,59,115220,46759,22757,10087
H1,59,46921,19145,9549,4496
H2,59,51786,21069,10450,4884
